govern;0.17001948
nation;0.11549292
maintain;0.08758344000000001
spokesperson;0.1385915
discussion;0.08230734
econstor;0.10436107
lowincome;0.07699528
character;0.33125008
retrieval;0.07164372
record;0.31369295999999997
complex;0.08929854000000001
freelance;0.06929575
state;0.22283135999999998
meeting;0.14736933
element;0.3355324
knowledge;0.34076209999999996
alphanumeric;0.09117862
pass;0.15202684
zak;0.14436615
datum set;0.07218307
hierarchy;0.10512479
frustration;0.86619688
possess;0.09117862
require;0.09013248
ivan;0.15749034
community;0.10190552
version;0.07952021000000001
venture;0.21654922
journalist;0.06929575
input;0.07123686
node;0.2259644
science;0.33548531000000004
difference;0.12374241
processing;0.08009088
consideration;0.07699528
object;0.29429887
mainframe;0.14436615
deal;0.10827461
access;0.26306331
activity;0.2712824
housing;0.15399056
readiness;0.16241191
document;0.20425307
sum;0.09117862
acquire;0.10421657
capability;0.15939968
search;0.13999141
outline;0.07070995
journal;0.11948561999999999
headquarter;0.0962441
vendor;0.07699528
nickname;0.11549292
term;0.37465365
attribute;0.14585074
acquisition;0.10827461
audio;0.14620672
behavior;0.17413826999999998
relationship;0.11422982
free;0.12011444
connect;0.09038576
situation;0.21654922
datum system;0.12374241
key;0.07874517
policy;0.14062424
set;0.69995396
business;0.22243510999999996
learn;0.09437902
sex;0.16343337
reporter;0.06929575
store;0.21388849
integrate;0.12374241
entrepreneur;0.10190552
call;0.17259563
single;0.17177708
component;0.1618394
clientele;0.07699528
meet;0.11811776
answer;0.06929575
ibm;0.07590566
series;0.71393042
describe;0.15538432
dataset;0.14436615
interview;0.06929575
operation;0.11859142
standard;0.1500317
seller;0.07699528
bus;0.09038576
roleplay;0.15749034
mineralogy;0.12374241
official;0.07874517
project;0.16976333
language;0.25523645
ohio;0.0962441
source;0.14704009
good;0.07699528
participant;0.07874517
hold;0.09710007000000001
act;0.13326106
contact;0.1526788
hierarchical;0.1414199
implement;0.09660587
burkes;0.08249494
signal;0.07218307
programming;0.17011786
area;0.5035498199999999
ensure;0.07364159
bimonthly;0.12374241
typically;0.14969265
query;0.17195285
develop;0.14920875
engineering;0.15538432
collection;0.2467689
list;0.24477227
xkcd;0.57746459
modification;0.15749034
respect;0.08960657
datum store;0.11525267
port;0.08053969999999999
simpson;0.23098583
solve;0.10827461
exchange;0.14654438
carry;0.16041577
support;0.11527443999999999
idea;0.07699528
concept;0.10117221000000001
book;0.15035334
mass;0.43309844
rule;0.18000996000000002
training;0.10827461
medium;0.15024875
video;0.21130211000000002
representation;0.12686169
directory;0.06929575
house;0.13326106
papers;0.08348886
indefinite;0.09117862
society;0.12374241
datum model;0.14127746
common;0.09265467
skill;0.10827461
company;0.0962441
usbased;0.0962441
factor;0.08287465
class;0.11834219
human;0.09546355000000001
living;0.06910579
webcomic;0.57746459
apply;0.10906618000000001
mobile;0.16984253
specification;0.08188836
reading;0.11549292
nancy;0.11549292
technology;0.11627325
engineer;0.06794651
manage;0.1163718
form;0.13200285
refer;0.25718365000000004
management;0.24337208000000002
publish;0.15144417000000002
recipient;0.07699528
magazine;0.24748482
collectively;0.11549292
fresh;0.10827461
subset;0.0889461
base;0.13196532
expert;0.1385915
raheem;0.15749034
software;0.42548777000000004
usage;0.14736933
focus;0.06929575
program;0.07727387
repository;0.17908629
approach;0.11596698
relation;0.12207942000000001
number;0.15709765
problem;0.17892048
enable;0.13518435
supplier;0.07699528
property;0.13454473
context;0.12125671
action;0.13236788000000002
model;0.12944393999999998
connection;0.08249494
portal;0.07449990000000001
preliminary;0.1414199
write;0.25757538999999996
plan;0.13543516
order;0.22992755000000004
hardware;0.11947543
phase;0.12374241
item;0.0942735
researcher;0.07449990000000001
geochemistry;0.12374241
musical;0.43309844
large;0.12687511
method;0.14618894
topology;0.07532147
melody;0.15749034
system;0.27377977
operate;0.07025882
provide;0.11900161
compose;0.12374241
animated;0.11549292
jame;0.16498988
valuable;0.07699528
consumerfocused;0.0962441
love;0.15749034
singer;0.15749034
onair;0.06929575
city;0.10190552
enterprise;0.19387654
functionality;0.0962441
local;0.13538263
computer;0.47903581
file;0.28610064
government;0.07699528
cartwright;0.11549292
web;0.08133104
kyle;0.11549292
member;0.16078186
recur;0.11549292
ability;0.24268625000000002
event;0.12374241
documentary;0.16498988
architecture;0.23131749000000001
editor;0.06929575
include;0.19711481
question;0.06929575
television;0.16498988
change;0.16502913000000002
historian;0.16498988
willingness;0.10827461
abstract;0.18474996000000002
produce;0.15338342
generally;0.09188557
help;0.06962515999999999
emotion;0.09726483
january;0.12374241
machine;0.15663072
organization;0.31783213000000005
report;0.06927897
movement;0.11105088
entity;0.16368227000000002
mathematical;0.11572431
voice;0.11549292
capital;0.08884071
burke;0.08249494
subject;0.11123501
prepared;0.06929575
sound;0.46937578
own;0.07699528
craft;0.15749034
influence;0.13324216
undertake;0.10827461
strip;0.57746459
solution;0.0962441
arrange;0.13145178
function;0.15055003000000003
create;0.13022171
affair;0.12374241
consider;0.11251125000000001
international;0.11832300999999999
combination;0.10913696
petrology;0.12374241
development;0.15904221000000002
individual;0.16217606
level;0.13830337
resource;0.14732496
occur;0.12560747
author;0.06929575
format;0.35225792000000006
tree;0.07070995
film;0.07786039
schematic;0.07070995
tool;0.15668263999999998
establish;0.12374241
devaughn;0.15749034
market;0.11105088
relevant;0.06867654000000001
sequence;0.08025370999999999
unit;0.12565447
disk;0.07218307
transfer;0.10827461
task;0.21100022000000002
person;0.0779811
retrieve;0.13661164
catalytic;0.11549292
carvin;0.15749034
present;0.08249494
collect;0.1297665
columbus;0.0962441
datum;0.37208088
note;0.11811776
game;0.4552087
tenepisode;0.08249494
mathematics;0.17789069000000002
purpose;0.48881952000000006
part;0.09056175999999999
scientific;0.10715904999999999
technique;0.15749034
interact;0.13979171
media;0.06862874000000001
point;0.19562688
sql;0.07016013
network;0.2528418
database;0.48944078
total;0.12544547
transform;0.17560713
public;0.0843188
organize;0.100482
design;0.23366162999999998
define;0.06772571
physical;0.07005642
make;0.18124411
privately;0.0962441
player;0.10565105999999999
process;0.37694714999999995
initiative;0.10827461
monetary;0.09614716000000001
quantity;0.27353586
album;0.14620672
embark;0.10827461
computerreadable;0.07218307
control;0.1581701
designer;0.18343039
datum relational;0.09846695
structure;0.25395312
threedimensional;0.08808782
trade;0.10593426
astute;0.0962441
york;0.10190552
interaction;0.10034303
writer;0.06929575
user;0.07652996000000001
customer;0.32734681
